SpT,PS1gmag,PS1rmag,PS1imag,PS1zmag,PS1ymag,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,label
M8,21.36,19.88,17.14,15.84,15.1,13.49,12.81,12.38,12.18,12.02,12.09,8.67,false
M7.5,20.81,19.4,16.66,15.39,14.69,13.09,12.45,12.05,11.85,11.65,11.6,8.62,false
M8.5,,20.86,17.99,16.57,15.73,14.05,13.33,12.78,12.59,12.36,12.51,8.42,false
M8,21.28,19.76,17.07,15.81,15.1,13.52,12.9,12.5,12.3,12.08,11.92,8.88,false
M9,21.02,19.27,16.65,15.2,14.3,12.57,11.82,11.35,11.05,10.82,10.42,8.5,false
M9,,20.89,18.21,16.74,15.86,14.2,13.39,12.88,12.53,12.28,11.56,8.94,false
M6,18.95,17.77,15.28,14.2,13.62,12.2,11.7,11.37,11.13,10.9,10.71,8.87,false
M7.5,19.46,18.05,15.59,14.41,13.75,12.23,11.58,11.21,10.98,10.79,10.47,9.13,false
M8.5,21.6,20.28,17.61,16.28,15.5,13.89,13.21,12.72,12.49,12.25,11.88,8.98,false
M6.5,18.93,17.5,14.8,13.52,12.79,11.16,10.55,10.13,9.89,9.68,9.36,8.93,false
M7.5,19.64,18.18,15.6,14.39,13.73,12.19,11.55,11.16,10.94,10.76,10.48,8.97,false
M7.5,22.22,20.59,17.7,16.33,15.55,13.93,13.22,12.77,12.58,12.32,12.03,9.06,false
M9,21.59,19.93,17.3,15.83,14.96,13.19,12.51,12.0,11.72,11.46,11.02,8.47,false
M7,19.92,18.35,15.62,14.24,13.46,11.79,11.08,10.67,10.44,10.23,9.91,9.2,false
M8,20.96,19.36,16.52,15.15,14.38,12.76,12.12,11.68,11.47,11.24,10.99,9.46,false
M7.5,21.66,20.23,17.46,16.09,15.33,13.73,13.08,12.61,12.43,12.19,11.94,9.27,false
M8.5,,20.34,17.63,16.2,15.36,13.64,12.97,12.55,12.28,12.05,12.06,8.67,false
M7,20.5,19.14,16.68,15.51,14.84,13.32,12.64,12.3,12.03,11.84,11.68,9.14,false
M8,21.57,20.03,17.16,15.79,15.02,13.34,12.72,12.24,12.06,11.82,11.65,9.28,false
M7.5,20.24,18.72,16.08,14.78,14.03,12.37,11.73,11.28,11.06,10.86,10.71,8.74,false
M7.5,21.56,20.1,17.24,15.88,15.05,13.47,12.72,12.32,12.01,11.76,11.56,9.05,false
M7,20.32,18.89,16.3,15.04,14.34,12.74,12.09,11.66,11.47,11.26,10.96,9.15,false
M7,19.31,17.82,15.27,14.01,13.29,11.71,11.04,10.65,10.39,10.15,9.82,9.0,false
M7,20.64,19.16,16.55,15.28,14.52,12.87,12.2,11.74,11.49,11.27,10.98,9.22,false
M9,22.41,20.56,17.99,16.51,15.56,13.72,13.01,12.51,12.17,11.87,11.65,9.23,false
M8.5,20.9,19.36,16.53,15.13,14.3,12.68,12.0,11.6,11.3,11.07,10.8,8.54,false
M9beta,20.69,19.18,16.34,14.96,14.14,12.44,11.83,11.33,11.08,10.82,10.61,8.56,false
M8pec?,,21.52,19.12,17.58,16.64,14.92,14.41,13.97,13.61,13.23,12.61,9.11,false
M9,21.61,20.31,17.63,16.25,15.43,13.73,13.09,12.65,12.38,12.16,12.02,9.24,false
M8,21.39,19.93,17.16,15.79,15.0,13.41,12.7,12.24,12.05,11.82,11.59,8.49,false
M7.5,21.07,19.45,16.57,15.21,14.42,12.76,12.08,11.67,11.34,11.11,10.67,9.07,false
M9,21.4,19.66,16.95,15.53,14.67,12.91,12.2,11.73,11.45,11.24,10.72,9.04,false
M9,20.57,18.49,16.21,14.76,13.85,11.99,11.23,10.74,10.43,10.16,9.65,9.44,false
sdM9,,21.54,18.81,17.15,16.25,14.52,13.83,13.55,13.25,12.88,12.75,8.95,false
M7,20.63,19.24,16.54,15.26,14.54,12.93,12.3,11.87,11.63,11.44,11.2,8.62,false
M8,,19.97,17.18,15.87,15.13,13.54,12.93,12.52,12.25,12.04,12.57,8.69,false
M8.5,21.43,19.96,17.16,15.76,14.97,13.3,12.65,12.17,11.93,11.7,11.23,9.16,false
M9.5,,19.41,17.18,15.79,14.84,12.99,12.16,11.65,11.35,11.11,10.51,9.13,false
M7,20.27,18.76,16.44,15.28,14.64,13.09,12.41,12.03,11.81,11.64,11.36,9.48,false
M8,19.65,18.2,15.77,14.58,13.94,12.4,11.71,11.34,11.09,10.94,10.65,8.79,false
M7,20.16,18.78,16.33,15.17,14.53,12.99,12.37,11.98,11.77,11.56,11.35,8.85,false
M7,19.54,18.1,15.75,14.63,14.02,12.48,11.84,11.48,11.23,11.04,10.73,9.29,false
M7.5,20.08,18.83,16.69,15.51,14.82,13.26,12.58,12.21,11.87,11.69,11.64,9.31,false
M9,,19.92,17.46,15.98,15.07,13.25,12.66,12.19,11.89,11.58,11.26,8.62,false
M9,21.5,19.85,17.15,15.71,14.86,13.12,12.38,11.93,11.63,11.39,11.05,9.12,false
M8,21.45,19.74,17.1,15.67,14.81,13.08,12.31,11.85,11.61,11.4,11.08,9.55,false
M9,22.03,20.55,17.76,16.34,15.49,13.78,13.11,12.65,12.38,12.16,11.87,9.39,false
M8.5,20.52,18.58,16.09,14.62,13.69,11.87,11.18,10.71,10.36,10.07,9.6,8.85,false
M7,19.82,18.2,15.66,14.38,13.66,12.01,11.38,11.03,10.79,10.57,10.32,8.92,false
M7.5,19.53,18.1,15.32,14.04,13.31,11.71,11.05,10.66,10.46,10.21,9.97,8.81,false
M9,21.19,19.34,16.79,15.32,14.43,12.61,11.84,11.35,10.95,10.68,10.21,8.98,false
M9,,21.07,18.48,16.93,15.91,14.01,13.32,12.79,12.44,12.09,11.74,8.43,false
M9,21.58,19.86,17.05,15.55,14.61,12.84,12.11,11.69,11.31,11.0,10.72,7.94,false
M8,21.42,19.81,17.1,15.74,14.93,13.16,12.47,12.02,11.74,11.5,11.39,8.97,false
M7.5,20.25,18.71,15.84,14.48,13.66,12.01,11.33,10.92,10.65,10.43,10.1,9.13,false
M7.8:INT-G,19.7,18.24,15.45,14.1,13.3,11.64,10.94,10.55,10.3,10.06,9.69,9.17,false
M7,19.87,18.1,15.28,13.85,13.06,11.38,10.73,10.31,10.04,9.8,9.47,8.84,false
M6.5,19.85,19.05,16.53,15.37,14.77,13.3,12.76,12.43,11.94,11.72,11.24,9.09,false
M9,21.62,19.78,17.04,15.61,14.72,12.93,12.21,11.73,11.4,11.14,10.69,9.1,false
M7.5,19.87,18.42,15.91,14.7,14.01,12.44,11.79,11.41,11.19,11.01,10.68,9.36,false
M9.4INT-G,,,,16.93,15.97,,,,12.43,12.14,12.11,8.68,false
M7:VL-G,,21.32,18.69,17.41,16.61,14.79,14.13,13.6,12.92,12.4,10.93,8.75,false
M8,21.13,19.54,16.91,15.49,14.63,12.89,12.15,11.72,11.42,11.24,10.98,9.61,false
M9,21.6,19.64,17.23,15.8,14.88,13.05,12.27,11.82,11.52,11.29,10.85,9.13,false
M9,,20.86,18.5,17.05,16.08,14.32,13.61,13.12,12.82,12.53,12.47,9.88,false
M7,20.55,19.08,16.78,15.64,15.0,13.42,12.84,12.51,12.13,11.69,9.63,7.56,false
M8,20.18,18.57,15.88,14.48,13.65,11.9,11.19,10.72,10.48,10.3,10.05,9.04,false
d/sdM6,20.12,18.08,15.9,14.86,14.41,12.91,12.3,12.02,11.64,11.54,11.09,8.53,false
M9,21.6,19.74,17.13,15.65,14.71,12.88,12.2,11.74,11.36,11.05,10.58,8.68,false
M9,21.58,19.79,17.17,15.72,14.79,13.03,12.33,11.88,11.55,11.29,10.9,9.23,false
M7,21.17,19.35,16.7,15.25,14.44,12.74,12.05,11.62,11.35,11.12,10.79,8.14,false
M8,21.33,19.79,16.85,15.42,14.6,12.88,12.22,11.79,11.48,11.21,10.84,9.23,false
M6,18.58,17.39,15.4,14.4,13.84,12.44,11.89,11.53,10.97,10.71,10.32,8.67,false
M8,21.17,19.64,16.85,15.47,14.65,12.96,12.33,11.88,11.62,11.38,10.99,8.36,false
M9,20.75,19.17,16.55,15.11,14.26,12.54,11.79,11.38,11.07,10.84,10.5,9.32,false
M9,21.04,18.84,16.51,15.01,14.03,12.05,11.26,10.71,10.24,9.95,9.4,8.39,false
M9.5,21.95,19.87,17.48,16.04,15.11,13.24,12.41,11.89,11.57,11.34,10.79,9.14,false
M8.5,21.87,19.83,17.25,15.8,14.87,13.11,12.37,11.88,11.54,11.31,10.89,8.88,false
M7.5,19.45,17.91,15.1,13.73,12.94,11.25,10.59,10.16,9.89,9.65,9.34,9.17,false
M7.5,20.78,19.26,16.52,15.2,14.46,12.8,12.16,11.77,11.49,11.25,10.92,9.32,false
sdL1,,21.55,18.98,17.4,16.44,14.71,14.14,13.81,13.38,13.07,12.58,8.59,false
M7.5,19.26,17.83,15.09,13.8,13.06,11.45,10.84,10.4,10.15,9.89,9.64,9.42,false
M7pec,19.93,18.36,16.46,15.19,14.48,12.94,12.35,11.95,11.68,11.52,11.98,8.99,false
M8.5,20.03,18.52,15.48,13.99,13.18,11.66,11.18,10.81,10.4,10.04,9.68,8.98,false
M7.5pec,,21.4,18.39,16.95,16.22,14.61,14.05,13.79,13.46,13.17,12.68,9.09,false
M8,18.91,17.46,14.85,13.59,12.92,11.31,10.69,10.31,10.08,9.87,9.62,8.45,false
M8,20.24,18.66,15.96,14.62,13.84,12.21,11.46,11.05,10.81,10.64,10.31,9.01,false
M6.5,18.68,17.29,15.12,14.03,13.44,11.92,11.28,10.9,10.68,10.49,10.28,9.29,false
M7.6:INT-G,21.71,20.33,17.53,16.19,15.44,13.86,13.2,12.79,12.52,12.29,12.05,8.75,false
M9gamma,22.27,20.93,18.3,16.73,15.82,13.95,13.18,12.71,12.38,11.9,10.51,8.48,false
M8,21.92,20.5,17.59,16.2,15.4,13.75,13.11,12.65,12.39,12.17,12.28,8.53,false
M7.5,21.36,19.79,16.93,15.56,14.74,13.13,12.48,12.05,11.76,11.52,11.58,8.65,false
M8.5,21.16,19.45,16.7,15.23,14.33,12.53,11.89,11.43,11.13,10.85,10.4,8.78,false
M9gamma,22.75,21.42,18.68,17.1,16.12,14.24,13.46,12.94,12.55,12.17,11.78,8.9,false
M7.5,20.38,18.83,16.24,14.96,14.22,12.54,11.85,11.45,11.16,10.95,10.46,8.47,false
M8,21.99,20.35,17.66,16.24,15.38,13.68,12.97,12.44,12.23,11.99,11.75,8.75,false
M8.5V,21.48,20.05,17.24,15.83,15.03,13.42,12.88,12.43,12.14,11.83,11.43,8.25,false
M8,19.92,18.57,15.85,14.54,13.85,12.27,11.63,11.26,11.06,10.82,10.47,8.68,false
sdL0,21.25,19.89,16.89,15.65,15.1,13.72,13.31,13.12,12.68,12.46,12.27,9.98,false
M7,21.14,19.78,16.95,15.63,14.9,13.43,12.84,12.48,12.14,11.9,11.78,8.77,false
M7,21.71,20.22,17.32,15.98,15.22,13.63,12.99,12.59,12.36,12.13,11.32,8.9,false
M7.5,20.62,19.15,16.45,15.2,14.46,12.85,12.23,11.79,11.59,11.37,11.35,8.84,false
M6,18.66,17.28,14.94,13.86,13.3,11.78,11.3,10.83,10.62,10.42,10.21,8.71,false
M8.5,21.18,19.57,16.81,15.44,14.62,12.94,12.27,11.83,11.38,11.14,10.69,8.97,false
M8,22.85,20.62,17.98,16.51,15.62,13.82,13.11,12.65,12.3,12.03,11.87,8.98,false
M9,21.72,20.03,17.34,15.94,15.09,13.34,12.63,12.17,11.91,11.67,11.26,8.23,false
M9gamma,,20.98,18.66,17.08,16.02,13.97,13.07,12.58,12.1,11.69,10.91,8.64,false
M9+L0,,20.36,17.6,16.32,15.39,13.44,12.66,12.2,11.8,11.56,11.09,8.95,false
M6.5,19.81,18.42,15.81,14.61,13.93,12.36,11.71,11.37,11.1,10.87,10.64,8.92,false
M8,20.4,18.91,16.08,14.76,13.97,12.37,11.68,11.32,11.06,10.84,10.47,8.85,false
M7.5,21.58,20.42,17.45,16.14,15.45,14.0,13.5,13.15,12.91,12.58,11.85,8.97,false
M7.5,20.86,19.45,16.94,15.71,15.0,13.46,12.73,12.32,12.12,11.92,11.59,9.06,false
M6:,18.95,17.5,15.57,14.61,14.08,12.57,11.83,11.44,10.94,10.35,8.33,5.82,false
M7,19.62,18.32,15.83,14.63,13.96,12.39,11.77,11.37,11.18,10.97,10.61,9.06,false
M9.5,21.72,19.84,17.51,16.09,15.15,13.34,12.69,12.18,11.5,11.3,10.9,9.05,false
M8.5,21.66,20.15,17.52,16.09,15.23,13.52,12.85,12.37,12.11,11.88,11.72,8.79,false
M7.5,19.35,17.87,15.13,13.73,12.97,11.35,10.72,10.3,10.07,9.81,9.51,8.56,false
M9.8,,21.3,18.73,17.3,16.38,14.59,13.76,13.19,12.81,12.53,12.26,8.11,false
M8.5,21.63,20.18,17.36,16.0,15.2,13.58,12.93,12.48,12.25,11.97,11.73,8.46,false
M6.5:INT-G,20.45,19.13,16.8,15.73,15.16,13.63,13.04,12.71,12.47,12.25,11.63,8.54,false
M8,20.88,19.48,16.63,15.28,14.56,12.94,12.29,11.95,11.64,11.39,11.14,9.02,false
M7.5,19.74,18.25,15.34,14.0,13.22,11.65,11.06,10.65,10.39,10.18,9.81,8.56,false
M8,20.32,18.93,16.49,15.19,14.44,12.78,12.05,11.62,11.35,11.19,10.71,8.77,false
M7,20.08,18.7,16.07,14.88,14.23,12.71,12.13,11.72,11.52,11.29,10.81,8.38,false
M7,19.71,18.43,15.77,14.53,13.8,12.19,11.61,11.19,10.93,10.71,10.4,8.74,false
M6.5,20.44,19.27,16.47,15.26,14.65,13.26,12.75,12.43,12.17,11.89,11.79,8.8,false
M9,22.04,20.71,17.99,16.48,15.54,13.77,13.12,12.58,12.23,11.88,11.4,9.06,false
M9,21.34,19.54,16.91,15.47,14.57,12.8,12.1,11.61,11.34,11.1,10.78,8.74,false
M9,21.74,19.85,17.42,15.96,15.0,13.19,12.46,11.98,11.63,11.38,10.95,8.89,false
M8,20.66,19.18,16.35,15.02,14.26,12.6,11.97,11.56,11.34,11.13,11.04,8.84,false
M7,20.57,19.18,16.49,15.23,14.49,12.84,12.17,11.74,11.46,11.15,10.82,8.92,false
M8.5,21.34,19.68,17.04,15.59,14.71,13.03,12.37,11.93,11.62,11.35,11.04,8.75,false
M6,18.78,17.49,15.27,14.21,13.64,12.17,11.63,11.32,11.07,10.81,10.59,8.57,false
M6,19.86,18.52,16.48,15.53,15.03,13.64,13.04,12.67,12.51,12.3,11.92,8.89,false
M6,21.18,19.88,17.97,17.01,16.52,15.17,14.47,14.16,13.92,13.77,12.36,8.99,false
M5,19.71,18.38,16.36,15.47,15.02,13.7,13.09,12.83,12.61,12.41,11.92,8.73,false
M5,20.42,19.05,17.04,16.1,15.63,14.29,13.62,13.37,13.14,12.95,12.31,8.61,false
M5,19.46,18.18,16.44,15.6,15.19,13.96,13.28,13.01,12.82,12.62,11.92,8.6,false
M4,18.76,17.48,15.83,15.04,14.65,13.34,12.74,12.46,12.27,12.05,11.92,8.8,false
M6,21.63,20.39,18.16,17.15,16.64,15.22,14.69,14.39,14.12,13.93,12.04,8.81,false
M4,19.89,18.64,16.89,16.08,15.65,14.37,13.73,13.39,13.25,13.05,11.66,8.48,false
M4,18.94,17.7,16.07,15.3,14.91,13.63,12.92,12.69,12.5,12.34,11.9,8.5,false
M5,19.23,17.96,16.15,15.29,14.84,13.52,12.85,12.57,12.35,12.18,11.69,8.31,false
M5,20.13,18.81,16.86,15.99,15.57,14.23,13.66,13.3,13.17,12.94,11.94,8.6,false
M5,19.13,17.84,16.13,15.35,14.96,13.65,13.07,12.87,12.59,12.38,11.98,9.01,false
M6,19.78,18.55,16.45,15.49,14.97,13.67,13.01,12.68,12.48,12.25,12.02,8.64,false
M5,19.19,17.87,15.94,15.04,14.6,13.22,12.66,12.35,12.17,11.94,11.2,8.8,false
M5,19.34,18.02,16.33,15.53,15.14,13.82,13.29,12.99,12.82,12.6,12.21,9.31,false
M6,19.52,18.17,15.93,14.92,14.41,13.01,12.44,12.07,11.87,11.65,11.87,8.41,false
M6,21.32,20.09,18.02,17.11,16.61,15.26,14.54,14.39,14.14,13.9,12.64,8.45,false
M5,20.0,18.61,16.63,15.71,15.24,13.89,13.33,12.97,12.79,12.57,12.08,8.71,false
M6,18.99,17.6,15.43,14.43,13.9,12.46,11.84,11.48,11.28,11.09,10.81,8.95,false
M5,19.25,17.96,16.21,15.41,15.0,13.68,13.1,12.82,12.62,12.4,12.35,9.26,false
M6,20.97,19.56,17.47,16.48,15.96,14.51,13.85,13.58,13.36,13.15,12.37,8.77,false
M5,18.93,17.58,15.61,14.71,14.24,12.85,12.28,11.96,11.75,11.54,11.51,8.89,false
M5,20.06,18.75,16.85,15.97,15.52,14.17,13.58,13.3,13.08,12.84,12.59,9.23,false
M4,18.86,17.63,15.98,15.22,14.83,13.49,12.89,12.57,12.45,12.28,12.2,9.11,false
M6,20.58,19.16,17.02,16.03,15.5,14.06,13.49,13.14,12.95,12.7,12.82,9.0,false
M5,20.64,19.3,17.43,16.57,16.13,14.78,14.27,13.96,13.69,13.48,12.87,9.27,false
M5,19.48,18.14,16.29,15.42,14.99,13.65,13.02,12.73,12.55,12.36,11.85,9.01,false
M5,19.07,17.76,15.94,15.12,14.68,13.34,12.73,12.47,12.24,12.04,12.44,9.33,false
M7,19.46,18.06,15.71,14.59,13.96,12.45,11.83,11.43,11.2,10.98,10.64,8.55,false
M5,19.15,17.86,16.03,15.16,14.68,13.3,12.63,12.29,12.12,11.94,11.91,9.12,false
M6,19.93,18.54,16.61,15.71,15.22,13.8,13.22,12.86,12.67,12.49,12.28,9.47,false
M5,18.63,17.31,15.6,14.78,14.38,13.07,12.43,12.12,11.91,11.74,11.81,8.41,false
M5,19.78,18.51,16.79,16.01,15.57,14.23,13.6,13.32,13.12,12.95,12.31,8.57,false
M5,19.54,18.24,16.4,15.54,15.1,13.74,13.18,12.79,12.65,12.44,12.35,9.36,false
M6,20.81,19.42,17.12,16.08,15.56,14.04,13.58,13.23,13.01,12.78,12.46,9.0,false
M5,18.83,17.62,15.68,14.8,14.35,13.04,12.51,12.25,12.03,11.79,11.49,8.87,false
M5,18.23,17.02,15.13,14.29,13.83,12.56,11.94,11.65,11.46,11.23,11.25,8.81,false
M5,20.12,18.83,17.01,16.15,15.72,14.37,13.71,13.41,13.1,12.94,12.48,8.79,false
M5,18.53,17.24,15.37,14.5,14.08,12.73,12.15,11.82,11.64,11.42,11.0,8.88,false
M5,19.39,18.05,16.19,15.33,14.89,13.49,12.91,12.62,12.4,12.2,11.98,8.78,false
M5,20.2,18.85,16.9,15.99,15.55,14.15,13.61,13.27,13.11,12.88,12.33,8.96,false
M5,19.05,17.73,15.78,14.83,14.35,12.96,12.32,12.02,11.79,11.6,11.7,8.51,false
M5,19.06,17.8,15.9,15.02,14.57,13.19,12.61,12.29,12.09,11.87,11.73,8.92,false
M5,18.75,17.42,15.49,14.57,14.11,12.72,12.12,11.83,11.6,11.41,11.25,8.58,false
M5,19.92,18.56,16.54,15.63,15.17,13.82,13.26,12.91,12.7,12.51,11.77,8.99,false
M7,21.42,20.23,17.66,16.48,15.85,14.33,13.75,13.4,13.15,12.9,12.27,8.79,false
M8,21.28,19.83,17.13,15.85,15.11,13.5,12.81,12.43,12.2,11.99,12.05,8.38,false
M6,20.16,18.84,16.78,15.83,15.35,13.95,13.38,13.01,12.8,12.57,11.8,8.82,false
M5,18.71,17.38,15.59,14.75,14.37,13.01,12.45,12.14,11.97,11.77,11.49,9.19,false
M5,20.48,19.18,17.21,16.32,15.87,14.52,13.92,13.56,13.39,13.15,12.04,9.05,false
M5,19.48,18.16,16.13,15.19,14.73,13.35,12.78,12.47,12.24,12.02,11.75,8.73,false
M5,19.46,18.17,16.16,15.23,14.75,13.38,12.79,12.47,12.28,12.08,12.04,8.88,false
M5,18.71,17.4,15.43,14.52,14.07,12.7,12.11,11.78,11.6,11.42,11.28,9.11,false
M6,20.26,18.94,16.76,15.76,15.26,13.88,13.31,12.94,12.75,12.55,12.47,8.84,false
M6,21.17,19.85,17.68,16.66,16.17,14.81,14.19,13.85,13.63,13.34,12.46,8.88,false
M7,21.54,20.12,17.45,16.19,15.49,13.89,13.29,12.93,12.73,12.51,12.24,9.06,false
M6,20.15,18.84,16.56,15.48,14.91,13.54,12.86,12.52,12.3,12.1,11.66,8.47,false
M6,19.86,18.67,16.78,15.88,15.37,14.01,13.43,13.17,12.95,12.67,12.05,8.45,false
M6,20.23,18.97,16.78,15.77,15.23,13.89,13.32,13.01,12.79,12.54,12.16,9.12,false
M5,20.23,18.9,16.86,15.94,15.53,14.17,13.62,13.24,13.07,12.85,12.57,8.99,false
M6,20.6,19.33,17.31,16.38,15.94,14.59,13.97,13.67,13.46,13.15,12.27,8.87,false
M8,21.78,20.24,17.73,16.5,15.78,14.2,13.55,13.06,12.84,12.65,12.45,8.99,false
M5,20.03,18.69,16.83,15.99,15.54,14.22,13.63,13.28,13.11,12.9,11.96,9.07,false
M7,20.06,18.76,16.44,15.25,14.64,13.12,12.54,12.2,12.0,11.71,11.37,8.38,false
M5,20.11,18.78,16.7,15.75,15.3,13.94,13.34,13.01,12.82,12.6,11.83,8.6,false
M5,19.68,18.39,16.45,15.56,15.14,13.78,13.14,12.86,12.69,12.48,11.95,8.93,false
M6,21.0,19.67,17.79,16.86,16.33,14.85,14.2,13.94,13.79,13.58,12.08,8.82,false
M5,20.37,19.0,17.1,16.21,15.75,14.39,13.81,13.45,13.26,13.05,12.59,8.56,false
M6,20.7,19.4,17.39,16.47,16.01,14.65,14.06,13.65,13.53,13.31,12.43,8.93,false
M5,19.37,18.03,16.03,15.12,14.67,13.31,12.72,12.42,12.23,12.01,11.77,8.87,false
M6,20.13,18.81,16.68,15.71,15.23,13.88,13.25,12.95,12.73,12.49,12.29,8.97,false
M5,20.83,19.48,17.38,16.42,15.96,14.6,13.91,13.64,13.45,13.19,12.44,8.83,false
M5,19.67,18.43,16.6,15.77,15.34,14.07,13.48,13.17,12.97,12.77,12.4,8.76,false
M5,20.01,18.61,16.67,15.81,15.4,14.08,13.54,13.24,13.02,12.78,11.92,9.16,false
M5,20.04,18.73,16.7,15.77,15.27,13.88,13.28,12.95,12.84,12.61,12.23,9.02,false
M8,21.34,19.82,17.14,15.8,15.04,13.38,12.74,12.34,12.07,11.89,11.63,8.84,false
M5,19.46,18.15,16.32,15.44,14.98,13.67,13.05,12.82,12.54,12.37,11.94,9.0,false
M5,21.0,19.62,17.74,16.89,16.45,15.14,14.56,14.15,14.04,13.83,12.27,8.3,false
M7,20.86,19.41,16.92,15.81,15.18,13.73,13.15,12.81,12.59,12.38,12.32,8.92,false
M5,18.28,16.94,15.05,14.19,13.76,12.41,11.79,11.45,11.28,11.09,10.94,9.01,false
M4,19.0,17.77,16.18,15.44,15.06,13.79,13.13,12.86,12.7,12.49,11.92,8.68,false
M5,19.41,18.1,16.07,15.17,14.72,13.39,12.85,12.49,12.32,12.11,11.65,8.63,false
M6,19.63,18.28,16.31,15.39,14.9,13.5,12.88,12.54,12.32,12.14,11.66,8.84,false
M5,20.07,18.73,16.76,15.83,15.36,14.03,13.31,13.05,12.85,12.65,12.15,8.49,false
M6,20.67,19.37,17.34,16.39,15.89,14.46,13.88,13.61,13.34,13.12,12.03,8.94,false
M9,21.22,19.7,16.97,15.7,15.01,13.46,12.8,12.44,12.2,11.99,11.51,8.76,false
M5,18.86,17.5,15.53,14.6,14.15,12.78,12.19,11.89,11.66,11.44,11.24,8.32,false
M6,20.19,18.81,16.55,15.5,14.96,13.52,12.92,12.58,12.37,12.15,12.34,8.44,false
M5,18.43,17.2,15.44,14.64,14.23,12.95,12.34,12.04,11.9,11.69,11.36,9.02,false
M5,20.92,19.59,17.71,16.83,16.38,15.06,14.36,14.08,13.89,13.66,12.16,8.49,false
M6,18.66,17.28,15.15,14.19,13.71,12.32,11.76,11.42,11.22,11.02,10.85,8.85,false
M5,21.01,19.71,17.74,16.82,16.37,14.99,14.47,14.09,13.96,13.77,12.4,8.24,false
M6,20.22,18.83,16.27,15.23,14.69,13.13,12.54,12.25,12.04,11.8,11.43,8.69,false
M8,21.06,19.86,17.04,15.73,15.04,13.45,12.91,12.49,12.32,12.08,11.97,9.02,false
M7,21.25,19.91,17.29,16.09,15.42,13.91,13.26,12.89,12.65,12.47,12.3,8.73,false
M5,20.03,18.74,16.84,15.94,15.51,14.17,13.55,13.29,13.08,12.88,12.54,9.09,false
M5,20.1,18.77,16.91,16.05,15.6,14.25,13.55,13.22,13.11,12.9,12.07,8.77,false
M5,19.49,18.26,16.37,15.46,15.0,13.65,13.05,12.79,12.62,12.43,12.35,8.97,false
M5,19.91,18.61,16.66,15.75,15.29,13.85,13.37,13.05,12.8,12.61,11.9,8.9,false
M5,20.44,19.14,17.21,16.34,15.87,14.52,13.93,13.58,13.43,13.2,12.44,9.14,false
M5,20.36,19.11,17.2,16.33,15.92,14.65,14.18,13.82,13.62,13.37,12.47,9.22,false
M6,20.63,19.37,17.22,16.3,15.8,14.47,13.87,13.71,13.38,13.15,11.97,8.77,false
M5,18.91,17.7,16.08,15.31,14.93,13.65,13.13,12.97,12.74,12.5,12.04,8.55,false
M5,19.6,18.28,16.44,15.56,15.12,13.78,13.16,12.85,12.67,12.46,12.26,8.81,false
M5,18.79,17.48,15.56,14.66,14.21,12.87,12.23,11.91,11.69,11.51,11.3,9.18,false
M5,19.78,18.43,16.43,15.51,14.99,13.62,12.94,12.59,12.42,12.23,12.02,8.6,false
M7,21.34,19.96,17.42,16.26,15.62,14.14,13.49,13.16,12.9,12.69,11.91,9.03,false
M5,18.41,17.07,15.27,14.41,13.98,12.59,11.96,11.64,11.43,11.28,11.02,8.73,false
M5,19.63,18.31,16.35,15.45,15.06,13.59,13.01,12.63,12.47,12.23,11.89,9.06,false
M5,19.53,18.19,16.24,15.35,14.9,13.55,12.94,12.64,12.44,12.22,12.31,8.37,false
M5,19.53,18.25,16.4,15.56,15.14,13.81,13.27,12.95,12.78,12.56,12.53,8.6,false
M5,19.05,17.7,15.84,14.97,14.54,13.17,12.55,12.26,12.08,11.87,11.55,8.87,false
M5,20.65,19.27,17.22,16.3,15.82,14.39,13.79,13.49,13.34,13.14,12.59,8.39,false
M6,21.3,19.97,17.7,16.68,16.11,14.63,14.07,13.78,13.51,13.29,11.86,8.64,false
M4,19.03,17.69,15.53,14.51,13.98,12.56,11.98,11.59,11.4,11.2,10.99,8.75,false
M6,20.25,18.91,16.9,15.93,15.4,14.0,13.31,13.03,12.83,12.64,12.14,9.08,false
M5,19.06,17.73,15.82,14.93,14.48,13.11,12.46,12.18,11.98,11.8,11.43,9.41,false
M4,18.84,17.6,16.06,15.35,14.96,13.7,13.06,12.81,12.61,12.45,12.35,8.85,false
M5,19.93,18.61,16.7,15.8,15.35,14.0,13.38,13.0,12.87,12.66,12.29,8.33,false
M5,19.53,18.2,16.25,15.37,14.91,13.55,12.93,12.6,12.4,12.2,12.06,9.18,false
M5,19.58,18.25,16.29,15.43,14.99,13.69,13.12,12.75,12.53,12.33,12.08,8.68,false
M5,20.97,19.69,17.83,16.97,16.5,15.07,14.45,14.03,14.0,13.83,12.51,9.16,false
M6,20.44,19.07,17.04,16.09,15.58,14.2,13.56,13.2,12.97,12.77,12.42,8.62,false
M6,20.03,18.69,16.61,15.65,15.16,13.73,13.15,12.87,12.62,12.39,12.05,8.9,false
M6,21.06,19.75,17.73,16.83,16.37,15.05,14.51,14.09,13.91,13.7,12.72,8.96,false
M5,18.72,17.45,15.73,14.93,14.53,13.26,12.67,12.37,12.17,11.99,11.57,8.9,false
M5,19.95,18.64,16.67,15.76,15.29,13.95,13.35,13.01,12.84,12.6,12.06,9.08,false
M5,20.13,18.78,16.81,15.93,15.48,14.11,13.52,13.18,12.99,12.8,12.04,8.5,false
